Review_Title,Review_Text,Review_Location,Product,Length,Word_count,mean_word_length,score,sentiment
Very Effective,"['need', 'even', 'tone', 'glow', 'skin', 'goal', 'exfoli', 'mask', 'solut', 'perfect', 'tool', 'clear', 'stubborn', 'dark', 'spot', 'deliv', 'mega', 'dose', 'hydrat', 'reveal', 'bright', 'glow', 'skin']","Brooklyn, New York",Hydro Masque Exfoliant,227,38,5.0,0.7579,1
Love!!,"['mask', 'smell', 'good', 'work', 'great', 'tingli', 'feel', 'clean', 'skin', 'priceless']",Colorado,Hydro Masque Exfoliant,86,15,4.8,0.8658,1
Fresh and hydrating!,"['oili', 'skin', 'light', 'skin', 'skin', 'feel', 'refresh', 'hydrat', 'water', 'mask', 'break', 'skin', 'highli', 'recommend']",washington dc,Hydro Masque Exfoliant,158,30,4.3,0.3612,1
I'm a big fan.,"['like', 'way', 'product', 'packag', 'way', 'less', 'messi', 'jar', 'work', 'well', 'face', 'feel', 'great', 'use']",NY,Hydro Masque Exfoliant,128,26,3.9615384615384617,0.8271,1
Amazing mask!!,"['current', 'acn', 'scar', 'tri', 'see', 'actual', 'work', 'mind', 'dermalogica', 'good', 'brand', 'put', 'mask', 'face', 'neck', 'wow', 'amaz', 'felt', 'tingl', 'good', 'face', 'soft', 'prefer', 'use', 'week', 'love']",Los Angeles,Hydro Masque Exfoliant,275,60,3.6,0.93,1
Not great,"['bubbl', 'burst', 'bunch', 'exfoli', 'stuff', 'abras', 'harsh', 'definit', 'sensit', 'skin', 'turn', 'red', 'due', 'harsh']",Oklahoma,Hydro Masque Exfoliant,198,37,4.378378378378378,-0.7003,0
Amazing!,"['mask', 'amaz', 'make', 'skin', 'feel', 'clean', 'refresh', 'hydrat', 'love']",Texas,Hydro Masque Exfoliant,91,18,4.111111111111111,0.7845,1
Very interesting concept,"['moistur', 'love', 'way', 'bead', 'feel', 'fun', 'dispens', 'feel', 'luxuri']",Texas,Hydro Masque Exfoliant,103,20,4.2,0.8176,1
I love this mask!,"['great', 'mask', 'dri', 'skin', 'usual', 'gravit', 'toward', 'hydrat', 'mask', 'often', 'type', 'mask', 'clay', 'mask', 'usual', 'make', 'skin', 'feel', 'tight', 'use', 'one', 'alway', 'follow', 'mask', 'complet', 'take', 'tight', 'away', 'give', 'skin', 'hydrat', 'plump', 'back', 'alreadi', 'bought', 'backup', 'without']",Florida,Hydro Masque Exfoliant,377,70,4.4,0.6249,1
Excellente,"['skin', 'look', 'soft', 'amd', 'healthi', 'remov', 'impur', 'give', 'natur', 'glow', 'skin']","Warsaw, IN",Hydro Masque Exfoliant,94,18,4.277777777777778,0.0,0
"Soft, Supple Skin Can Be Yours","['love', 'way', 'mask', 'melt', 'skin', 'feel', 'moistur', 'happen', 'wear', 'mask', 'mask', 'also', 'exfoli', 'properti', 'best', 'world', 'anoth', 'note', 'packag', 'realli', 'cute', 'also', 'fun', 'sensat', 'push', 'cushion', 'one', 'end', 'releas', 'sphere', 'add', 'moistur', 'mask', 'henc', 'skin', 'new', 'age']",New York City,Hydro Masque Exfoliant,378,72,4.263888888888889,0.9403,1
Wrecked my skin,"['know', 'exfoli', 'product', 'agre', 'skin', 'sensit', 'use', 'especi', 'around', 'eye', 'feel', 'hydrat', 'mind', 'fresh', 'cucumb', 'smell', 'give', 'anoth', 'shot', 'want', 'wast', 'overal', 'disappoint']",Boston,Hydro Masque Exfoliant,324,60,4.416666666666667,-0.0258,0
Awesome mask!,"['use', 'week', 'two', 'week', 'realli', 'enjoy', 'soft', 'face', 'use', 'though', 'sure', 'hydrat', 'actual', 'feel', 'think', 'need', 'use', 'time', 'definit', 'posit']",miami,Hydro Masque Exfoliant,241,49,3.938775510204082,0.6705,1
Great product,"['product', 'great', 'work', 'well', 'skintyp', 'definit', 'recommend', 'tri', 'product', 'hydrat', 'packag', 'cute', 'well']",Harpursville,Hydro Masque Exfoliant,152,25,5.12,0.9153,1
Feels nice,"['made', 'skin', 'feel', 'soft', 'smooth', 'like', 'hydrat', 'exfoli', 'time', 'littl', 'ball', 'interest', 'use', 'face', 'mask', 'tube', 'uniqu', 'push', 'soft', 'white', 'button', 'top', 'dispers', 'product', 'knock', 'one', 'star', 'crazi', 'price', 'tag']",Oregon,Hydro Masque Exfoliant,340,67,4.08955223880597,0.743,1
Amazing Product,"['hook', 'exfoli', 'find', 'sooth', 'face', 'amaz', 'soft', 'skin', 'feel', 'hydrat', 'moistur', 'smooth', 'applic', 'easi', 'love', 'bead', 'pop', 'help', 'make', 'applic', 'interest', 'think', 'buy', 'product', 'pleas', 'sorri']",California,Hydro Masque Exfoliant,332,64,4.203125,0.872,1
It's okay,"['good', 'skin', 'soften', 'bubbl', 'like', 'suppos']",Murfreesboro,Hydro Masque Exfoliant,70,13,4.461538461538462,0.6597,1
Love it,"['realli', 'love', 'face', 'mask', 'realli', 'penetr', 'skin', 'exfoli', 'dead', 'skin', 'skin', 'never', 'clean', 'soft', 'realli', 'moistur', 'skin', 'make', 'feel', 'babi', 'soft', 'realli', 'love', 'much', 'product', 'come', 'bottl', 'littl', 'last', 'would', 'definit', 'recommend', 'mask', 'great', 'give', 'skin', 'refresh', 'realli', 'worth']","Baton Rouge, Louisiana",Hydro Masque Exfoliant,380,73,4.219178082191781,0.8845,1
Love the brand,"['tri', 'product', 'dermalogica', 'love', 'except', 'combin', 'skin', 'spring', 'skin', 'struggl', 'find', 'balanc', 'pore', 'feel', 'congest', 'feel', 'like', 'use', 'harsh', 'exfoli', 'irrit', 'skin', 'product', 'came', 'perfect', 'time', 'want', 'exfoli', 'skin', 'without', 'actual', 'strip', 'oil', 'product', 'work', 'way', 'want', 'irrit', 'skin', 'cleans', 'skin', 'thoroughli']","Omaha, NE",Hydro Masque Exfoliant,497,92,4.413043478260869,0.8442,1
My favorite .,"['love', 'masqu', 'hydrat', 'irrit', 'skin', 'mask', 'creami', 'thick', 'littl', 'bubbl', 'ball', 'insid', 'ball', 'soft', 'absorb', 'work', 'mask', 'skin', 'person', 'felt', 'misl', 'noth', 'exfoli', 'mask', 'atleast', 'way', 'come', 'expect', 'use', 'exfoli', 'mask', 'expect', 'feel', 'grit', 'noth', 'gritti', 'formula', 'pure', 'soft']",Zimmerman,Hydro Masque Exfoliant,464,85,4.470588235294118,0.6369,1
I love it!,"['love', 'hydrat', 'mask', 'easi', 'use', 'leav', 'skin', 'smooth', 'soft', 'hydrat', 'glow', 'receiv', 'product', 'complimentari', 'purpos']",Mississippi,Hydro Masque Exfoliant,154,25,5.2,0.6369,1
"Lovely, hydrating exfoliant","['realli', 'like', 'hydro', 'masqu', 'exfoli', 'realli', 'hard', 'weed', 'skin', 'look', 'rough', 'dull', 'rough', 'dri', 'skin', 'break', 'overal', 'worst', 'mask', 'help', 'lift', 'dead', 'skin', 'see', 'clean', 'suppl', 'skin', 'underneath', 'help', 'brighten', 'moistur', 'like', 'mostli', 'unscent', 'although', 'natur', 'smell', 'remind', 'bit', 'lactic', 'acid', 'lotion', 'use', 'kp', 'kind', 'like', 'smell', 'school', 'glue', 'mild', 'cucumb', 'help', 'aspect', 'mask', 'help', 'hydrat', 'skin', 'although', 'still', 'follow', 'hyaluron', 'acid', 'serum', 'skin', 'alway', 'dri', 'dehydr', 'final', 'felt', 'like', 'skin', 'super', 'clean', '5', '7', 'day', 'bedridden', 'ill', 'great', 'way', 'self', 'care', 'feel', 'prettier', 'bad', 'week', 'definit', 'use', 'futur', 'pricier', 'side', 'think', 'worth']",Seattle,Hydro Masque Exfoliant,948,182,4.214285714285714,0.9796,1
Refreshing,"['concern', 'mask', 'may', 'plastic', 'bead', 'harm', 'environ', 'pleasantli', 'surpris', 'mask', 'refresh', 'left', 'skin', 'feel', 'soft', 'smooth', 'breakout', 'product', 'win', 'book']","Birmingham, AL",Hydro Masque Exfoliant,292,55,4.327272727272727,0.0772,1
Great!!!,"['light', 'weight', 'make', 'face', 'sticki']",Michigan,Hydro Masque Exfoliant,50,9,4.666666666666667,0.0,0
Irritated My Skin,"['mask', 'contain', 'mani', 'extract', 'think', 'allerg', 'one', 'skin', 'began', 'burn', 'soon', 'appli', 'mask', 'massag', 'mask', 'abl', 'feel', 'sphere', 'sure', 'much', 'term', 'exfoli', 'masqu', 'feel', 'hydrat', 'either', 'left', 'skin', 'bit', 'irrit']",California,Hydro Masque Exfoliant,335,68,3.9411764705882355,0.3182,1
Best Exfoliant,"['love', 'gentl', 'hydro', 'masqu', 'exfoli', 'harsh', 'sensit', 'skin', 'dri', 'skin', 'like', 'other']","Idaho Falls, ID",Hydro Masque Exfoliant,129,25,4.2,0.5859,1
Dermalogica exfoliate masque,"['total', 'obsess', 'exfoli', 'masqu', 'love', 'bead', 'feel', 'instantli', 'work', 'magic', 'skin', 'packag', 'cute', 'uniqu', 'usual', 'follow', 'dermalogica', 'moistur', 'skin', 'feel', 'amaz', 'definit', 'repurchas', 'mine']",Indiana,Hydro Masque Exfoliant,294,52,4.673076923076923,0.7351,1
Obsessed,"['love', 'product', 'first', 'felt', 'littl', 'weird', 'appli', 'result', 'amaz', 'skin', 'felt', 'smooth', 'hydrat', 'felt', 'like', 'dead', 'skin', 'remov', 'one', 'use']",Buffalo NY,Hydro Masque Exfoliant,198,39,4.102564102564102,0.1779,1
Amazing Product!,"['6i', 'excit', 'receiv', 'dermalogica', 'hydro', 'masqu', 'exfoli', 'immedi', 'follow', 'direct', 'put', 'felt', 'amaz', 'use', 'sphere', 'broke', 'exfoli', 'left', 'min', 'wash', 'mask', 'skin', 'felt', 'absolut', 'incred']",Maryland,Hydro Masque Exfoliant,291,53,4.509433962264151,-0.4215,0
Amazing mask for hydration!,"['wow', 'wow', 'exfoli', 'mask', 'amaz', 'dri', 'skin', 'tend', 'stay', 'away', 'physic', 'chemic', 'exfoli', 'dri', 'skin', 'help', 'keep', 'skin', 'hydrat', 'get', 'rid', 'dead', 'skin', 'harsh', 'skin', 'help', 'tremend', 'keep', 'skin', 'balanc', 'exfoli', '10', '10']",Jacksonville FL,Hydro Masque Exfoliant,326,60,4.45,0.7003,1
Bubbly and refreshing,"['becam', 'one', 'favorit', 'mask', 'bubbl', 'pop', 'leav', 'skin', 'beauti', 'fresh', 'use', 'twice', 'week', 'see', 'effect', 'truli', 'exfoli', 'make', 'skin', 'look', 'smoother', 'even']",Nj,Hydro Masque Exfoliant,202,40,4.075,0.3182,1
Bubbles and Beads Oh My,"['realli', 'know', 'think', 'mask', 'felt', 'weird', 'go', 'sure', 'made', 'skin', 'feel', 'smooth', 'look', 'much', 'brighter', 'use', 'think', 'might', 'add', 'weekli', 'self', 'care', 'ritual']",Kansas City,Hydro Masque Exfoliant,226,48,3.7291666666666665,0.7506,1
Extremely effective!,"['sure', 'sea', 'foam', 'smell', 'head', 'sea', 'foam', 'would', 'smell', 'like', 'greatest', 'smell', 'world', 'effect', 'exfoli', 'use', 'correctli', 'use', '3', 'time', 'week', 'coupl', 'week', 'notic', 'big', 'differ', 'face', 'neck', 'smelli', 'work', 'great']",Ky,Hydro Masque Exfoliant,337,68,3.9705882352941178,0.9201,1
I'm in love,"['think', 'found', 'new', 'favorit', 'product', 'love', 'felt', 'face', 'suffer', 'adult', 'acn', 'red', 'spot', 'next', 'day', 'use', 'acn', 'improv', 'felt', 'real', 'good', 'know', 'littl', 'bit', 'goe', 'long', 'way', 'would', 'recomend', 'give', 'product', 'tri', 'worth']",Florida,Hydro Masque Exfoliant,298,64,3.671875,0.6705,1
Amazing,"['first', 'love', 'contain', 'littl', 'push', 'button', 'dispens', 'product', 'take', 'coupl', 'time', 'get', 'use', 'bug', 'tapioca', 'type', 'bubbl', 'got', 'hang', 'fell', 'love', 'light', 'exfoli', 'great', 'harsh', 'exfoli', 'tend', 'dri', 'skin', 'horribl', 'left', 'face', 'feel', 'clean', 'refresh', 'pore', 'look', 'immedi', 'smaller', 'horribl', 'take', 'time', 'use', 'shower', 'vs', 'sit', 'face']",Texas,Hydro Masque Exfoliant,500,99,4.0606060606060606,0.9231,1
Top Rated by me,"['one', 'best', 'exfoli', 'tri', 'love', 'dermalogica', 'line', 'product', 'never', 'let', 'exfoli', 'pull', 'imperfect', 'excess', 'oil', 'etc', 'leav', 'absolut', 'residu', 'rins', 'clean', 'face', 'feel', 'soft', 'smooth', 'pamper', 'use']","New Orleans, LA",Hydro Masque Exfoliant,287,50,4.76,0.8689,1
Amazing,"['dri', 'skin', 'face', 'mask', 'leav', 'skin', 'feel', 'smooth', 'moistur', 'mask', 'easi', 'appli', 'smell', 'like', 'cucumb', 'remov', '3', '5', 'minut', 'lather', 'well', 'need', 'littl', 'bit', 'use', 'highli', 'recommend', 'dermalogica', 'hydro', 'masqu', 'exfoli']",Florida,Hydro Masque Exfoliant,276,48,4.770833333333333,0.7269,1
Yessssss!,"['masqu', 'everyth', 'definit', 'claim', 'also', 'help', 'clear', 'littl', 'acn', 'burn', 'itch', 'caus', 'breakout', 'definit', 'ride', 'check', 'product']",Indiana,Hydro Masque Exfoliant,213,39,4.487179487179487,0.6486,1
It's okay,"['job', 'spectacular', 'product', 'use', 'kind', 'dri', 'definit', 'make', 'sure', 'moistur', 'skin', 'leav', 'dri', 'skin', 'littl', 'dri', 'tight', 'like']",Florida,Hydro Masque Exfoliant,222,44,4.068181818181818,0.802,1
Nice cooling mask,"['went', 'made', 'face', 'tingl', 'minti', 'good', 'left', 'face', 'smooth', 'soft']",Ann Arbor,Hydro Masque Exfoliant,82,16,4.1875,0.4404,1
Love this mask!,"['dermalogica', 'hydro', 'masqu', 'exfoli', 'hydrat', 'especi', 'compar', 'mask', 'tri', 'skin', 'felt', 'super', 'soft', 'plump', 'use', 'product', 'would', 'highli', 'recommend', 'friend', 'famili']",Washington D.C.,Hydro Masque Exfoliant,220,37,4.972972972972973,0.8625,1
Great exfoliant!,"['person', 'love', 'product', 'love', 'uniqu', 'packag', 'sleek', 'design', 'bottl', 'realli', 'sensit', 'skin', 'product', 'irrit', 'skin', 'use', 'skin', 'soft', 'clean', 'feel', 'would', 'definit', 'reccommend']","Atlanta, GA",Hydro Masque Exfoliant,258,46,4.630434782608695,0.9022,1
Soft Face!,"['realli', 'enjoy', 'dermalogica', 'hydro', 'masqu', 'exfoli', 'quick', 'way', 'offer', 'face', 'much', 'need', 'tlc', 'appli', 'surround', 'fresh', 'cucumb', 'smell', 'feel', 'like', 'transport', 'spa', 'blue', 'bead', 'massag', 'face', 'melt', 'away', 'take', '30', 'second', 'feel', 'like', 'exactli', 'exfoli', 'persay', 'definit', 'make', 'face', 'softer', 'hydrat', 'skin', 'look', 'brighter', 'use']",NY,Hydro Masque Exfoliant,491,90,4.466666666666667,0.9022,1
Delivers Hydration & Gentle Exfoliation,"['love', 'product', 'super', 'impress', 'overal', 'love', 'formula', 'exfoli', 'gentli', 'hydrat', 'sensit', 'dehydr', 'skin', 'love', 'two', 'one', 'product', 'innov', 'well', 'design', 'packag', 'dispens', 'product', 'unlik', 'tub', 'could', 'hygien', 'definit', 'recommend', 'especi', 'look', 'light', 'physic', 'exfoli', 'hydrat']","Los Angeles, CA",Hydro Masque Exfoliant,402,67,5.014925373134329,0.975,1
Doesn't dry out my skin,"['dri', 'skin', 'toler', 'exfoli', 'mask', 'pretti', 'well', 'one', 'kind', 'hydrat', 'time', 'love', 'nourish', 'clear', 'skin', 'feel', 'afterward']",Plano,Hydro Masque Exfoliant,176,34,4.205882352941177,0.9062,1
Surprising,"['first', 'face', 'thought', 'good', 'enough', 'exfoli', 'bead', 'feel', 'soft', 'squishi', 'skeptic', 'kept', 'rub', 'final', 'felt', 'good', 'exfoli', 'love', 'stuff', 'tingl', 'slightli', 'uncomfort', 'like', 'slight', 'scent', 'make', 'feel', 'like', 'spa', 'give', 'slight', 'hydrat', 'obvious', 'need', 'moistur', 'overal', 'realli', 'enjoy', 'masqu', 'receiv', 'gift']",Utah,Hydro Masque Exfoliant,464,87,4.344827586206897,0.9595,1
Stop Thinking and Just Buy it,"['absolut', 'love', 'dermalogica', 'skin', 'care', 'product', 'mask', 'exfoli', 'skin']",Atlanta,Hydro Masque Exfoliant,94,16,4.9375,0.8126,1
Gentle and wonderful!,"['mask', 'super', 'gentl', 'skin', 'wonder', 'job', 'exfoli', 'skin', 'well', 'realli', 'like', 'cruelti', 'free', 'vegan', 'perfect', 'exfoli', 'skin']",San Diego,Hydro Masque Exfoliant,182,34,4.382352941176471,0.9382,1
Pretty nice,"['feel', 'good', 'face', 'refresh', 'cool', 'skin', 'nice', 'textur', 'get', 'dead', 'skin', 'everi', 'day']",Tn,Hydro Masque Exfoliant,109,21,4.238095238095238,0.4019,1
Love Love Love!,"['exfoli', 'great', 'addit', 'skincar', 'routin', 'rough', 'skin', 'like', 'exfoli', 'still', 'get', 'effect', 'make', 'skin', 'super', 'soft']","Austin, TX",Hydro Masque Exfoliant,183,34,4.411764705882353,0.8885,1
Smooth hydrated skin.,"['love', 'product', 'dri', 'rough', 'skin', 'well', 'makeup', 'use', 'twice', 'week', '3', 'week', 'notic', 'biggest', 'differ', 'skin', 'smooth', 'skin', 'hydrat', 'makeup', 'look', 'flawless', '10', '10', 'would', 'buy']",Minnesota,Hydro Masque Exfoliant,262,50,4.26,0.8625,1
Smooth and clean,"['awesom', 'hydrat', 'mask', 'face', 'felt', 'smooth', 'clean', 'afterward', 'awesom', 'glob', 'smooth', 'appli', 'buy', 'futur', 'use']","Harrisburg, Pa",Hydro Masque Exfoliant,155,27,4.777777777777778,0.4019,1
Interesting but nice face mask,"['realli', 'like', 'push', 'top', 'dispens', 'mask', 'qr', 'code', 'scan', 'get', 'advic', 'appli', 'mask', 'skin', 'realli', 'cool', 'bit', 'difficult', 'move', 'hydro', 'sphere', 'spot', 'recommend', 'four', 'star', 'mask', 'light', 'feel', 'face', 'sphere', 'pop', 'nice', 'mask', 'made', 'skin', 'feel', 'realli', 'good', 'probabl', 'rub', 'sphere', 'next', 'time']","Braintree, MA",Hydro Masque Exfoliant,466,93,4.021505376344086,0.8834,1
Exfoliate,"['actual', 'like', 'product', 'help', 'exfoli', 'hydrat', 'moistur', 'face', 'crazi', 'scent']",NY,Hydro Masque Exfoliant,114,19,5.052631578947368,0.6369,1
"More of a hydrating mask, less of an exfoliant","['love', 'lightweight', 'cucumb', 'smell', 'mask', 'also', 'love', 'bottl', 'rubber', 'push', 'button', 'top', 'dispens', 'product', 'bottom', 'packag', 'wise', 'never', 'seen', 'anyth', 'like', 'appli', 'use', 'product', 'like', 'would', 'mask', 'massag', 'exfoli', 'encapsul', 'bamboo', 'snow', 'mushroom', 'sphere', 'skin', 'let', 'sit', '5', 'minut', 'enjoy', 'product', 'although', 'sphere', 'exfoli', 'stubborn', 'dri', 'skin', 'regardless', 'face', 'feel', 'hydrat', 'use', 'product', 'need', 'lightweight', 'hydrat', 'mask', 'gentl', 'exfoli', 'purchas', 'need', 'power', 'exfoli', 'visibl', 'dryness', 'flaki', 'face', 'would', 'look', 'elsewher']","Sunnyvale, CA",Hydro Masque Exfoliant,714,120,4.958333333333333,0.8905,1
"Dermalogica is my go-to brand, this was a miss","['see', 'headlin', 'dermalogica', 'go', 'brand', 'buy', 'skincar', 'longtim', 'user', 'cleanser', 'exfoli', 'serum', 'hydro', 'masqu', 'exfoli', 'miss', 'first', 'scent', 'pretti', 'bad', 'enough', 'make', 'say', 'use', 'exfoli', 'includ', 'dermalogica', 'feel', 'exfoli', 'lot', 'goe', 'long', 'way', 'matter', 'use', 'much', 'product', 'enough', 'bare', 'realli', 'notic', 'exfoli', 'properti']","Moorestown, NJ",Hydro Masque Exfoliant,550,101,4.455445544554456,-0.6124,0
Gentle exfoliation,"['dermalogica', 'hydro', 'masqu', 'exfoli', 'work', 'well', 'big', 'fan', 'dermalogica', 'product', 'one', 'disappoint', 'consist', 'creami', 'littl', 'bead', 'dissolv', 'rub', 'skin', 'provid', 'gentl', 'exfoli', 'feel', 'harsh', 'abras', 'particl', 'face', 'tri', 'product', 'past', 'scrub', 'skin', 'surfac', 'much', 'leav', 'skin', 'irrit', 'howev', 'case', 'product', 'wash', 'easili', 'warm', 'water', 'leav', 'skin', 'feel', 'clean', 'smooth', 'free', 'dead', 'skin', 'definit', 'worth', 'tri']",California,Hydro Masque Exfoliant,599,104,4.769230769230769,0.3182,1
Nice!,"['gritti', 'harsh', 'nice', 'mask', 'larger', 'disappear', 'gel', 'sphere', 'leav', 'skin', 'bounci', 'feel', 'hydrat', 'super', 'relax']",Bay city,Hydro Masque Exfoliant,150,25,5.04,0.7003,1
"Innovative, unique, & effective","['mask', 'unlik', 'tri', 'thu', 'far', 'uniqu', 'packag', 'doubl', 'chamber', 'style', 'product', 'insid', 'separ', 'chamber', 'press', 'top', 'packag', 'product', 'come', 'get', 'howev', 'much', 'need', 'ensur', 'less', 'wast', 'littl', 'bamboo', 'gel', 'bead', 'insid', 'formula', 'work', 'physic', 'exfoli', 'skin', 'burst', 'upon', 'contact', 'hydrat', 'mask', 'work', 'moistur', 'skin', 'wear', 'mask', 'deepli', 'sooth', 'hydrat', 'skin', 'ensur', 'irrit', 'strip', 'occur', 'despit', 'exfoli', 'process', 'plu', 'super', 'quick', 'easi', 'process', 'dri', 'skin', 'realli', 'love', 'product', 'definit', 'recommend']",Ga,Hydro Masque Exfoliant,705,120,4.883333333333334,0.9081,1
Feels good!,"['never', 'heard', 'brand', 'skeptic', 'tri', 'sensit', 'skin', 'break', 'left', 'skin', 'feel', 'soft', 'face', 'felt', 'exfoli']","Madison,Wi",Hydro Masque Exfoliant,180,37,3.891891891891892,0.1695,1
Did not meet expectations,"['realli', 'look', 'forward', 'tri', 'product', 'excit', 'hope', 'mask', 'felt', 'good', 'howev', 'leav', 'long', 'last', 'moistur', 'finish', 'like', 'would', 'expect', 'hydro', 'name']",Michigan,Hydro Masque Exfoliant,227,43,4.3023255813953485,0.8074,1
Amazing,"['product', 'amaz', 'leav', 'skin', 'healthi']",New York,Hydro Masque Exfoliant,51,9,4.777777777777778,0.0,0
I love this so much!,"['amaz', 'hydrat', 'mask', 'textur', 'smell', 'cherri', 'top']",Reno,Hydro Masque Exfoliant,84,16,4.3125,0.2023,1
A perfect combination,"['excit', 'test', 'complimentari', 'mask', 'spring', 'hit', 'skin', 'dri', 'bead', 'gentli', 'exfoli', 'mask', 'hydrat', 'face', 'feel', 'refresh', 'first', 'love', 'packag', 'easi', 'push', 'top', 'get', 'good', 'amount', 'product', 'continu', 'use', 'howev', 'top', 'end', 'seal', 'make', 'imposs', 'get', 'product', 'without', 'destroy', 'bottl', 'overal', 'great', 'product', 'lot', 'desir', 'design', 'bottl']",Ohio,Hydro Masque Exfoliant,513,97,4.298969072164948,0.9489,1
Good product,"['refresh', 'although', 'feel', 'work', 'much', 'exfoli', 'light', 'recommend', 'sensit', 'skin', 'gentl']",San Diego,Hydro Masque Exfoliant,162,32,4.09375,0.3612,1
Amazing Gentle Exfoliating Mask,"['obsess', 'hydrat', 'exfoli', 'mask', 'scent', 'lightli', 'cucumb', 'feel', 'like', 'spa', 'gener', 'sensit', 'skin', 'reaction', 'product', 'amaz', 'quick', 'option', 'give', 'skin', 'littl', 'extra', 'tlc', 'ton', 'time', 'sit', 'around', 'wait', 'longer', 'mask', 'dri', 'skin', 'feel', 'refresh', 'clean']",Nashville TN,Hydro Masque Exfoliant,351,66,4.333333333333333,0.4939,1
LOVE!!!,"['absolut', 'love', 'product', 'surpris', 'much', 'like', 'differ', 'saw', 'face', 'pore', 'super', 'refresh', 'feel', 'like', 'skin', 'notic', 'differ', '2', 'week', 'use', 'especi', 'wear', 'mask', 'day', 'get', 'acn', 'feel', 'like', 'help', 'clear', 'face']",Chapel hill,Hydro Masque Exfoliant,324,64,4.078125,0.9633,1
Really love this Hydro Masque Exfoliant!!,"['love', 'masqu', 'exfoli', 'skin', 'hydrat', 'well', 'make', 'skin', 'smooth', 'soft', 'use', 'week', 'appli', 'circular', 'motion', 'skin', 'leav', 'three', 'five', 'minut', 'rins', 'thoroughli', 'appli', 'moistur', 'skin', 'great', 'skin', 'concern', 'dull', 'uneven', 'textur', 'loss', 'firm', 'elast', 'great', 'benefit', 'exfoli', 'hydrat', 'give', 'healthi', 'look', 'skin', 'prevent', 'dri', 'skin', 'prevent', 'dull', 'skin']",Florida,Hydro Masque Exfoliant,516,91,4.681318681318682,0.9001,1
LOVE IT!,"['ive', 'search', 'good', 'hydrat', 'exfoli', 'skin', 'product', 'age', 'pretti', 'dri', 'sensit', 'skin', 'alway', 'doubt', 'kind', 'product', 'usual', 'work', 'product', 'everyth', 'want', 'ive', 'use', '3', 'week', 'improv', 'skin', 'textur', 'drastic', 'alreadi', 'see', 'great', 'differ', 'dri', 'skin', 'day', 'day', 'basi', 'alway', 'leav', 'feel', 'clean', 'sooth', 'use']","Seattle, WA",Hydro Masque Exfoliant,488,95,4.147368421052631,0.8979,1
Pretty good,"['quit', 'creami', 'hydrat', 'sphere', 'super', 'cool']",LA,Hydro Masque Exfoliant,60,10,5.1,0.7351,1
Skin smooth and clean after this,"['gentl', 'exfoli', 'clean', 'skin', 'without', 'abras', 'littl', 'piec', 'compar', 'scrub', 'feel', 'tight', 'applic', 'effect', 'perfect', 'hydrat', 'clean', 'love', 'packag', 'also', 'definit', 'recommend', 'buy']","Las Vegas, NV",Hydro Masque Exfoliant,235,35,5.742857142857143,0.9413,1
Great mask,"['mask', 'good', 'job', 'exfoli', 'leav', 'skin', 'soft', 'realli', 'good', 'product', 'recommend']",Brooklyn,Hydro Masque Exfoliant,116,22,4.318181818181818,0.8074,1
My skin feels hydrated!!!,"['love', 'product', 'sinc', 'coupl', 'month', 'back', 'use', 'product', 'weekli', 'exfoli', 'routin', 'result', 'fantast', 'skin', 'feel', 'hydrat', 'firmer', 'brighter', 'masqu', 'super', 'easi', 'appli', 'face', 'put', 'clean', 'damp', 'skin', 'wait', '5', 'minut', 'wet', 'finger', 'start', 'massag', 'skin', 'last', 'step', 'rins', 'excess', 'luke', 'warm', 'water', 'highli', 'recommend', 'product', 'famili', 'friend']",Magnolia,Hydro Masque Exfoliant,483,90,4.377777777777778,0.9638,1
Face feels smooth,"['like', 'make', 'face', 'feel', 'smooth', 'moistur', 'use', 'week']",Las Vegas,Hydro Masque Exfoliant,80,16,4.0625,0.3612,1
Best I've Ever Used,"['far', 'best', 'mask', 'ever', 'tri', 'smell', 'great', 'feel', 'amaz', 'put', 'make', 'skin', 'feel', 'good', 'use', 'mask', 'week', '3', 'week', 'honestli', 'say', 'love', 'skin', 'clear', 'smooth', 'love', 'packag', 'product', 'allow', 'overus', 'run', 'product', 'quickli', 'even', 'though', 'mask', 'bit', 'expens', 'side', 'purchas', 'run', 'dermalogica', 'becom', 'favorit', 'skin', 'care', 'brand', 'mine', 'recent', 'brought', 'husband', 'brand', 'well', 'hook', 'product', 'product', 'well']",California,Hydro Masque Exfoliant,672,137,3.9124087591240877,0.9842,1
Fun Masque,"['enjoy', 'weekli', 'facial', 'mask', 'perfect', 'uniqu', 'treat', 'face', 'hydrat', 'burst', 'remind', 'ball', 'find', 'drink', 'fun', 'bust', 'notic', 'appli', 'go', 'remov', 'mask', 'feel', 'exfoli', 'grain', 'get', 'rid', 'dead', 'skin', 'overal', 'fun', 'littl', 'time', 'activ', 'exfoli', 'hydrat', 'skin', 'admit', 'though', 'interest', 'scent', 'smell', 'littl', 'bit', 'like', 'celeri', 'perhap', 'green', 'veget', 'stop', 'use']",VA,Hydro Masque Exfoliant,565,110,4.1454545454545455,0.9432,1
All the results with no purge,"['skin', 'feel', 'instantli', 'smoother', 'refin', 'notic', 'softer', 'recommend', 'anyon', 'look', 'pack', 'moistur', 'without', 'worri', 'breakout']","Palm Springs, CA",Hydro Masque Exfoliant,149,23,5.521739130434782,0.3612,1
